employee_id,age,gender,department,job_level,tenure_years,salary,compa_ratio,performance_rating,engagement_score,satisfaction_score,overtime_hours_per_week,years_since_last_promotion,work_life_balance,training_hours_last_year,manager_tenure_years,num_prior_companies,commute_miles,attrited
EMP00686,33,Male,Finance,4,0.8,135100,0.847,4,6.3,4.9,1.8,3.0,3,60,9.8,2,10,1
EMP00687,35,Male,Sales,3,5.9,131400,0.991,4,8.5,8.5,18.0,1.2,3,40,1.7,5,27,0
EMP00688,28,Female,Sales,3,1.2,86200,0.787,4,5.3,4.8,9.3,0.1,3,40,4.4,3,1,1
EMP00689,22,Female,HR,1,2.5,61100,1.124,4,6.1,6.2,1.7,6.7,3,20,13.6,3,11,0
EMP00690,34,Male,Sales,2,11.3,74500,0.837,1,8.5,5.7,5.7,7.4,2,20,2.0,3,4,0
EMP00691,28,Male,HR,1,1.1,65100,1.146,5,9.0,4.4,8.1,7.4,2,40,4.6,4,6,0
EMP00692,30,Male,Sales,3,3.5,102500,0.922,3,5.3,3.3,5.6,7.2,2,60,1.4,2,16,1
EMP00693,22,Female,Engineering,2,2.7,93900,1.305,4,6.8,3.0,11.7,4.2,3,80,1.2,1,1,0
EMP00694,22,Female,Operations,3,0.3,107700,0.995,5,7.0,7.4,4.8,2.9,3,40,3.4,4,14,0
EMP00695,32,Male,Finance,1,7.9,52900,0.812,3,7.2,6.1,2.8,4.7,3,40,15.5,1,5,0
EMP00696,29,Female,Operations,1,0.4,67600,1.4,4,6.0,4.8,0.4,2.3,2,0,2.4,4,17,0
EMP00697,22,Male,Operations,3,3.2,131400,1.347,3,8.8,7.9,1.0,0.4,4,10,11.1,1,2,0
EMP00698,28,Female,Sales,1,4.1,66800,1.172,3,3.1,1.0,16.5,1.2,3,10,9.8,2,20,0
EMP00699,31,Male,Sales,1,5.0,53900,0.889,3,5.7,4.8,1.9,8.9,1,10,1.2,1,16,0
EMP00700,35,Male,Operations,1,5.8,58200,0.777,3,7.3,2.4,0.3,1.1,3,20,2.1,3,53,0
EMP00701,31,Male,Sales,5,1.5,209600,0.991,3,7.3,4.7,3.9,5.1,2,20,4.1,3,36,0
EMP00702,29,Male,Marketing,3,0.3,91100,0.984,5,8.9,5.2,4.0,0.2,4,40,2.9,1,5,0
EMP00703,27,Female,Sales,2,6.4,106000,1.212,5,8.7,6.8,3.0,1.0,4,40,0.5,2,1,0
EMP00704,22,Male,Engineering,2,3.8,81800,1.043,3,6.0,4.3,10.2,1.1,4,40,20.0,6,16,0
EMP00705,31,Female,Operations,2,9.0,59700,0.72,4,8.8,8.1,1.9,0.1,2,20,5.6,2,14,0
EMP00706,38,Female,Engineering,3,8.6,121100,0.961,2,5.2,2.3,1.0,0.3,3,20,2.3,4,1,0
EMP00707,40,Male,Sales,3,9.3,111200,0.818,2,8.2,6.6,12.4,0.5,1,80,3.9,6,2,1
EMP00708,32,Male,Sales,1,3.3,57700,0.98,3,9.8,6.7,6.8,4.5,3,10,0.5,7,13,0
EMP00709,30,Male,Engineering,1,2.0,54100,0.8,5,8.7,2.7,6.0,0.2,3,60,2.7,5,36,0
EMP00710,34,Female,Engineering,1,7.8,70200,0.995,5,6.7,2.7,6.8,0.9,2,20,10.7,2,36,0
EMP00711,26,Male,Marketing,3,3.0,123300,1.241,3,5.9,3.6,3.2,0.0,4,40,9.1,7,2,0
EMP00712,26,Male,Engineering,3,1.0,105900,0.831,3,3.7,4.4,7.0,3.0,3,10,1.6,4,7,0
EMP00713,42,Male,Sales,2,9.7,84000,0.893,3,7.1,5.4,5.1,2.4,4,10,3.0,5,1,0
EMP00714,30,Female,R&D,1,10.7,65200,1.043,4,4.5,1.0,1.8,2.6,3,20,4.8,1,10,0
EMP00715,37,Male,Operations,1,3.1,58200,0.84,4,5.1,3.1,1.2,1.2,4,40,1.7,7,21,0
EMP00716,25,Male,Operations,5,0.4,180000,0.725,3,4.4,6.5,5.7,0.6,4,20,0.5,4,23,1
EMP00717,35,Male,Sales,2,2.5,85000,1.078,4,5.7,3.9,5.4,3.2,4,40,2.8,4,10,0
EMP00718,25,Female,Engineering,3,8.1,122200,1.091,3,6.4,3.6,7.8,4.2,4,20,3.7,1,2,0
EMP00719,38,Female,Marketing,3,11.6,150000,1.216,5,7.0,5.4,0.3,0.4,4,20,0.5,1,7,0
EMP00720,23,Male,Marketing,2,1.1,91200,1.105,4,5.4,4.9,0.5,1.7,3,60,0.5,7,40,0
EMP00721,22,Female,Operations,1,0.3,50200,0.798,4,8.4,4.6,11.4,0.7,2,60,0.9,3,4,0
EMP00722,35,Female,R&D,1,10.5,73400,1.024,4,6.1,4.9,2.7,0.5,3,40,1.7,2,6,0
EMP00723,33,Female,Engineering,3,2.5,91500,0.859,4,5.1,2.7,2.3,3.3,4,20,3.1,5,21,0
EMP00724,25,Female,Marketing,3,3.9,118000,0.936,3,6.9,5.8,2.2,1.9,4,10,1.4,1,20,0
EMP00725,32,Male,Marketing,3,17.2,121800,0.912,3,10.0,6.8,0.7,0.6,3,80,1.3,2,36,0
EMP00726,26,Male,Engineering,2,0.3,65300,0.78,5,7.1,5.5,14.8,0.9,2,20,8.1,2,7,1
EMP00727,30,Female,Sales,1,5.2,62600,1.051,3,5.8,2.4,0.8,8.5,3,60,0.6,2,11,0
EMP00728,29,Male,Marketing,5,0.4,138500,0.72,2,3.8,1.0,2.6,4.7,4,20,2.7,2,9,0
EMP00729,33,Female,Sales,3,2.4,81600,0.784,4,6.1,5.7,9.9,5.3,2,80,12.2,1,39,1
EMP00730,32,Male,Engineering,2,8.1,83800,0.954,4,6.9,4.3,12.7,1.5,2,20,3.9,1,22,0
EMP00731,38,Female,Sales,5,2.8,212500,1.039,4,5.8,4.3,8.4,2.4,3,20,5.1,3,27,0
EMP00732,51,Female,Marketing,3,29.4,145200,0.771,5,3.5,1.7,0.4,1.2,2,40,2.3,6,2,0
EMP00733,28,Male,Engineering,2,4.1,64600,0.85,4,5.0,4.9,3.0,0.2,1,80,0.5,3,24,0
EMP00734,22,Male,Sales,3,1.9,92200,0.953,3,9.1,4.8,4.6,1.3,3,80,4.2,2,9,0
EMP00735,26,Female,R&D,3,1.2,107900,0.85,4,9.1,5.7,0.7,2.3,4,40,4.0,1,1,0
EMP00736,26,Female,Finance,3,2.2,112800,0.976,4,4.9,4.6,0.1,0.8,1,40,0.5,5,1,0
EMP00737,33,Male,Sales,1,2.3,57100,1.254,2,7.7,7.1,4.7,4.7,3,40,2.5,7,17,0
EMP00738,29,Female,Sales,2,0.4,88800,1.242,3,4.4,1.9,13.6,0.4,3,40,9.9,2,7,0
EMP00739,22,Male,Operations,4,2.3,154100,1.256,1,9.0,9.4,1.9,1.1,4,60,0.9,2,30,0
EMP00740,29,Male,Sales,1,3.1,52300,0.979,4,6.9,5.0,16.6,0.3,3,20,2.5,3,20,0
EMP00741,34,Female,Finance,2,6.4,80400,1.286,5,8.2,3.5,3.8,1.3,3,40,2.5,4,1,0
EMP00742,38,Female,Engineering,2,5.3,67500,0.817,4,3.4,2.9,7.9,0.1,4,40,6.7,2,17,1
EMP00743,35,Female,Engineering,2,6.2,82100,1.08,5,7.7,4.3,2.6,0.8,1,40,7.0,3,3,1
EMP00744,30,Female,Operations,3,0.3,117500,1.16,2,6.5,5.0,3.4,1.3,4,60,5.7,4,8,0
EMP00745,27,Male,Operations,4,1.2,157400,1.289,5,8.0,5.1,6.8,1.6,3,20,1.8,7,15,0
EMP00746,32,Female,HR,1,5.4,73400,1.183,4,8.1,5.4,0.1,2.0,2,20,0.5,1,31,0
EMP00747,35,Male,Marketing,1,3.3,55800,0.986,3,6.6,2.6,5.0,0.8,3,20,1.7,9,9,0
EMP00748,22,Male,Finance,1,0.3,66800,1.038,5,5.4,5.3,2.5,1.9,2,20,4.6,2,25,0
EMP00749,31,Male,Sales,4,8.2,156400,0.822,3,7.9,3.1,6.5,1.8,4,20,4.9,4,23,0
EMP00750,28,Male,Sales,3,7.4,139200,1.107,5,6.4,2.2,11.4,1.0,3,60,13.4,3,8,0
EMP00751,31,Male,Finance,2,4.0,80200,1.015,5,4.9,3.8,4.1,4.4,3,40,2.4,2,10,0
EMP00752,32,Male,Sales,3,0.3,111000,0.904,4,4.8,6.0,9.5,2.0,2,60,4.0,3,18,1
EMP00753,29,Male,Engineering,4,7.3,194700,1.4,4,3.8,1.8,2.7,1.0,2,10,3.1,2,1,0
EMP00754,22,Male,HR,3,4.4,105000,1.102,3,5.6,4.9,2.4,7.4,4,60,0.7,1,33,0
EMP00755,30,Female,Engineering,4,7.6,164100,1.013,4,8.5,7.5,4.7,4.7,4,40,2.5,2,22,0
EMP00756,36,Male,Operations,2,7.0,101100,0.932,3,6.8,5.9,1.2,10.0,4,0,3.1,3,4,0
EMP00757,35,Male,Marketing,3,8.1,112500,0.974,4,5.5,3.0,2.5,2.9,3,40,12.0,1,60,0
EMP00758,31,Female,Engineering,2,3.6,66400,0.836,4,7.9,3.2,6.2,1.2,2,80,1.8,6,3,0
EMP00759,25,Female,Engineering,3,0.8,136900,1.4,5,5.0,1.0,3.7,0.8,3,10,15.7,1,37,0
EMP00760,24,Female,Operations,3,5.6,103100,0.835,1,6.7,3.9,1.4,2.7,3,40,3.1,2,6,0
EMP00761,32,Male,Operations,3,4.8,111100,0.914,4,6.2,6.2,4.0,9.9,2,60,1.1,1,22,0
EMP00762,27,Female,Marketing,3,6.8,132000,1.061,5,7.9,3.1,7.4,2.5,4,0,0.9,3,9,0
EMP00763,38,Male,Engineering,1,0.9,51300,0.974,4,3.7,3.7,2.0,5.3,3,40,0.6,2,20,0
EMP00764,30,Male,Marketing,2,1.1,66400,0.928,3,5.0,1.5,3.1,1.0,2,20,2.4,2,3,0
EMP00765,32,Male,Finance,5,11.1,248600,1.137,2,3.6,2.5,0.3,1.3,3,20,0.5,1,5,0
EMP00766,28,Female,Marketing,4,6.9,122400,0.753,2,6.0,5.2,7.0,5.9,3,40,2.4,1,2,0
EMP00767,35,Male,Sales,1,11.9,64100,1.029,4,8.7,4.5,5.9,3.5,4,10,17.8,4,30,0
EMP00768,30,Male,Engineering,1,7.1,64200,1.136,4,5.6,3.9,14.0,10.0,2,40,4.4,3,5,0
EMP00769,35,Male,Operations,1,4.5,57200,0.987,5,5.6,2.9,4.7,3.7,3,0,5.7,2,18,0
EMP00770,31,Female,Finance,3,5.3,88300,0.83,3,8.1,6.5,0.9,1.5,2,20,0.5,1,26,0
EMP00771,31,Female,Operations,3,11.0,149800,1.273,3,8.4,5.9,2.3,1.9,4,40,2.6,5,35,0
EMP00772,39,Male,Sales,1,4.3,60100,0.953,4,6.3,4.2,11.7,5.8,4,20,1.3,1,2,0
EMP00773,30,Female,Sales,2,5.0,99900,1.191,4,7.7,7.8,1.7,2.0,3,20,9.0,6,34,0
EMP00774,31,Male,R&D,3,0.9,98000,0.989,5,4.6,4.2,3.4,0.7,1,60,0.8,2,3,0
EMP00775,26,Female,Sales,3,3.2,93500,0.858,4,9.0,4.6,11.9,1.4,3,60,2.5,2,20,0
EMP00776,33,Male,Sales,2,6.3,86700,1.121,4,10.0,6.3,4.5,1.8,3,60,3.5,4,20,0
EMP00777,29,Female,Sales,2,1.6,74900,0.955,4,7.4,4.7,8.2,0.3,4,40,2.9,5,1,0
EMP00778,22,Male,R&D,2,1.1,64900,0.832,5,2.7,1.9,8.1,3.4,4,60,7.1,2,4,0
EMP00779,38,Female,Engineering,2,1.9,95300,1.4,4,5.5,8.1,4.6,0.3,4,60,1.1,2,10,0
EMP00780,34,Male,Sales,2,1.4,70500,0.825,3,7.6,5.6,2.0,1.3,2,20,1.9,2,8,0
EMP00781,25,Male,Marketing,3,1.2,79000,0.841,3,5.7,1.0,1.2,4.1,4,20,6.3,6,38,0
EMP00782,23,Male,Sales,4,2.8,177100,1.181,1,8.8,4.7,5.8,1.6,3,10,3.0,3,7,0
EMP00783,37,Female,R&D,3,11.9,113100,0.798,4,7.6,1.5,5.3,4.6,4,20,2.1,1,41,0
EMP00784,29,Male,Sales,3,3.5,97600,0.826,3,5.2,2.8,8.7,1.0,3,60,0.5,1,9,1
EMP00785,29,Female,Engineering,1,1.0,43700,0.775,3,6.6,1.0,7.1,7.9,3,40,5.6,1,50,1
EMP00786,27,Male,Operations,2,0.4,96400,1.321,3,4.9,1.6,1.3,0.6,3,40,14.3,2,20,0
EMP00787,33,Female,Sales,1,6.0,50900,0.744,4,6.2,1.3,0.5,0.1,2,10,3.9,1,27,0
EMP00788,35,Female,Engineering,1,2.4,57800,0.933,3,5.5,4.3,7.2,5.1,3,10,7.8,3,2,0
EMP00789,36,Female,Engineering,3,8.6,131200,1.174,4,8.6,5.6,4.5,3.5,4,20,2.9,1,13,0
EMP00790,25,Female,Operations,5,5.4,232800,1.126,2,10.0,7.0,7.3,0.7,1,80,1.1,2,2,0
EMP00791,39,Female,Marketing,1,8.0,62400,1.187,3,3.9,2.3,3.9,10.0,2,20,0.5,3,5,0
EMP00792,35,Male,Engineering,2,1.6,60800,0.771,4,3.0,1.0,5.9,1.7,2,60,4.2,2,15,1
EMP00793,46,Female,Marketing,3,5.9,98800,0.882,3,6.1,4.9,4.1,7.5,3,10,2.7,1,19,0
EMP00794,22,Male,Operations,1,1.5,58000,0.911,3,3.8,5.9,3.0,1.8,4,40,6.1,1,1,0
EMP00795,38,Female,Engineering,2,14.0,84100,0.827,2,6.6,5.0,7.8,1.6,2,40,4.7,1,11,0
EMP00796,22,Female,Operations,3,5.1,112300,0.884,5,7.8,4.3,7.0,1.5,2,60,17.7,5,12,0
EMP00797,30,Male,R&D,3,2.0,114000,1.171,4,9.2,3.4,3.2,1.0,4,0,2.9,3,1,0
EMP00798,25,Male,Sales,1,1.6,64700,1.014,3,6.9,2.9,3.4,1.9,4,10,2.2,1,10,0
EMP00799,36,Male,Engineering,2,1.1,64400,0.884,2,6.2,4.8,1.9,1.5,1,20,1.4,2,19,0
EMP00800,27,Female,HR,3,5.9,150500,1.232,5,2.9,3.8,1.0,0.1,4,60,2.6,2,1,0
EMP00801,22,Female,Operations,2,1.2,85300,1.282,4,6.5,4.7,2.4,0.8,3,10,8.3,3,21,0
EMP00802,27,Female,R&D,1,4.5,59400,0.96,4,6.6,5.7,1.0,0.6,4,0,0.5,3,13,0
EMP00803,22,Female,Operations,3,1.5,119600,1.4,4,7.7,6.3,0.8,5.1,3,40,15.2,2,27,0
EMP00804,34,Female,Engineering,1,5.4,84000,1.4,4,5.2,4.3,5.4,2.3,4,40,20.0,2,4,0
EMP00805,22,Male,Sales,3,8.4,94100,0.76,4,5.7,2.5,9.2,3.6,1,60,3.6,1,27,0
EMP00806,32,Male,R&D,1,7.5,60500,0.995,4,3.8,2.8,4.8,7.9,2,60,1.6,4,1,0
EMP00807,22,Female,Operations,5,7.2,161900,0.776,4,2.4,1.0,2.0,2.6,3,40,1.0,5,8,0
EMP00808,25,Female,R&D,2,1.0,78400,0.94,1,4.5,3.0,2.6,10.0,3,60,1.3,6,3,0
EMP00809,35,Female,R&D,2,0.5,79600,1.061,5,3.7,3.0,0.5,0.9,4,40,0.5,1,31,0
EMP00810,33,Male,Operations,1,6.0,60600,1.022,4,7.1,7.6,1.2,0.5,3,20,2.6,4,18,0
EMP00811,24,Male,Operations,2,2.3,71300,0.901,3,5.6,1.3,1.6,1.3,1,60,0.5,4,1,0
EMP00812,28,Male,R&D,4,2.8,110400,0.72,5,5.5,4.4,5.0,1.6,3,40,5.1,6,1,0
EMP00813,26,Male,Sales,5,0.3,211900,0.938,5,4.7,5.7,10.0,5.6,3,20,1.9,2,5,0
EMP00814,30,Male,Finance,2,1.5,94400,1.085,5,1.0,2.0,0.8,2.1,4,40,0.9,4,2,0
EMP00815,22,Female,Engineering,2,0.3,69400,0.88,5,9.2,7.5,5.0,0.9,3,20,3.1,1,15,0
EMP00816,37,Male,HR,3,10.6,126600,1.01,5,4.7,4.1,0.8,3.4,3,10,14.6,3,16,0
EMP00817,22,Female,Engineering,4,1.4,115200,1.014,3,5.8,6.1,17.2,1.8,3,40,4.8,2,43,0
EMP00818,26,Male,Operations,2,4.1,85900,1.124,4,3.9,1.0,9.1,0.4,4,60,2.7,4,46,0
EMP00819,24,Female,HR,2,0.3,71400,0.992,4,8.2,2.8,2.5,2.1,3,40,6.0,5,16,0
EMP00820,34,Male,Engineering,2,5.5,74100,1.063,3,6.8,4.4,5.6,6.1,2,20,5.3,2,1,0
EMP00821,28,Male,Finance,3,2.0,93100,1.001,2,5.0,1.0,4.8,4.6,4,80,8.9,3,7,0
EMP00822,28,Male,HR,1,11.4,62700,1.111,5,5.8,6.0,3.8,2.2,4,0,0.9,1,11,0
EMP00823,30,Female,R&D,3,11.0,126400,1.022,3,9.5,8.4,3.6,1.2,4,20,7.8,2,10,0
EMP00824,29,Female,Sales,2,2.0,64700,0.761,5,6.4,3.4,11.1,0.2,4,20,1.4,2,14,0
EMP00825,35,Male,R&D,3,11.6,114300,0.815,1,6.2,3.4,2.7,1.6,4,0,11.3,1,48,0
EMP00826,45,Male,Engineering,1,27.8,82000,0.888,2,4.8,3.0,4.1,3.5,4,20,1.3,5,32,1
EMP00827,31,Female,HR,2,8.7,74400,0.917,4,3.1,2.1,5.7,1.1,4,40,10.5,1,2,0
EMP00828,37,Male,Operations,2,9.3,112600,1.4,3,6.2,4.3,3.3,0.7,2,60,13.3,3,5,0
EMP00829,25,Male,Sales,3,1.4,91000,1.052,4,7.1,5.6,15.1,6.7,2,80,0.6,5,27,0
EMP00830,29,Female,Engineering,1,4.3,54000,1.018,4,8.5,5.2,2.2,4.3,3,60,14.7,6,26,0
EMP00831,37,Female,HR,2,0.3,65800,0.953,2,2.5,3.3,1.4,2.5,3,20,0.5,4,5,1
EMP00832,22,Male,Finance,2,0.5,97300,1.304,3,4.5,3.7,0.5,0.4,4,40,1.0,1,20,0
EMP00833,44,Male,HR,2,34.0,130600,1.103,3,5.5,2.5,2.1,0.4,4,60,2.3,4,17,0
EMP00834,32,Female,R&D,3,2.0,90900,0.842,3,6.5,6.6,1.8,0.3,4,20,20.0,2,10,0
EMP00835,28,Male,Engineering,3,6.9,131300,1.167,4,6.2,1.6,20.9,2.4,3,40,2.7,6,3,0
EMP00836,31,Male,Engineering,3,8.2,118000,0.999,4,6.3,3.9,4.7,0.3,3,20,3.2,4,33,0
EMP00837,30,Female,Marketing,2,9.8,91500,0.895,2,7.2,6.4,4.6,4.6,4,20,4.7,4,17,0
EMP00838,49,Female,Sales,3,30.2,147100,0.995,4,4.9,1.9,1.5,10.0,3,40,13.8,1,3,0
EMP00839,35,Male,Finance,2,1.4,69200,0.858,2,8.2,5.9,5.3,1.1,3,40,6.1,3,18,0
EMP00840,30,Non-binary,Sales,1,0.3,58000,1.049,3,7.3,5.7,15.9,1.5,1,40,1.0,5,20,1
EMP00841,32,Female,Marketing,1,2.6,53300,0.948,3,5.9,2.3,3.6,3.1,4,20,1.4,5,33,0
EMP00842,22,Male,Marketing,2,0.7,97900,1.177,5,9.4,6.0,1.0,6.9,3,40,0.5,1,4,0
EMP00843,22,Non-binary,Sales,3,0.3,84200,0.766,5,9.3,5.8,3.5,5.6,4,60,4.1,6,67,1
EMP00844,22,Male,Sales,3,2.2,128900,1.352,4,8.2,4.3,3.1,0.1,3,80,0.8,1,2,0
EMP00845,28,Male,Sales,3,7.7,112100,0.976,3,1.1,4.9,4.9,0.5,2,20,1.2,3,14,0
EMP00846,34,Female,Operations,2,4.2,84100,0.998,3,9.3,4.7,7.4,3.5,3,10,8.8,3,16,1
EMP00847,30,Male,Operations,2,1.9,87200,1.147,4,7.9,6.9,6.9,2.9,3,40,1.6,1,8,0
EMP00848,29,Male,Operations,1,5.3,55200,0.848,4,10.0,5.8,10.6,0.4,4,20,3.3,1,10,0
EMP00849,27,Male,Engineering,2,1.3,86600,1.091,5,8.7,3.7,4.0,1.7,1,0,2.0,4,33,0
EMP00850,23,Male,HR,2,0.3,51600,0.72,3,9.3,6.2,10.7,3.8,4,20,0.5,2,16,0
EMP00851,33,Female,Engineering,1,7.2,56200,1.028,2,8.1,6.4,13.5,0.6,3,60,1.8,1,10,0
EMP00852,34,Female,Operations,1,4.9,52600,0.874,4,8.9,7.4,0.9,5.1,4,40,2.1,4,2,0
EMP00853,24,Non-binary,Sales,2,7.2,71100,0.896,4,10.0,9.3,3.5,0.1,3,20,9.0,5,1,0
EMP00854,28,Male,R&D,3,0.3,97600,0.913,4,6.9,9.8,0.8,3.8,4,20,1.6,3,2,0
EMP00855,38,Male,Operations,5,9.1,245700,1.203,4,3.7,2.9,0.0,2.4,3,40,1.9,1,47,0
EMP00856,28,Male,Engineering,4,4.8,167800,1.047,5,5.9,2.6,5.4,0.9,1,20,6.1,1,22,0
EMP00857,33,Male,Finance,3,4.1,111100,1.085,4,7.2,5.5,0.0,3.2,2,40,5.7,4,51,0
EMP00858,44,Male,Engineering,2,4.9,74400,0.964,5,6.6,3.8,4.0,3.8,4,0,6.4,3,1,0
EMP00859,33,Female,Marketing,3,10.0,124300,1.177,5,4.3,4.5,1.7,6.8,1,20,12.3,3,17,0
EMP00860,31,Female,Engineering,3,4.4,109800,1.049,4,3.6,1.0,21.7,1.1,2,20,6.3,4,1,0
EMP00861,26,Non-binary,Finance,1,4.3,67600,1.007,3,5.2,7.6,4.3,2.9,2,40,2.1,2,23,0
EMP00862,46,Male,Engineering,2,23.4,118800,1.048,3,8.0,6.7,8.9,2.3,3,40,6.9,1,7,0
EMP00863,34,Female,Engineering,3,7.1,113300,0.92,4,9.3,3.0,11.6,1.9,2,20,2.8,6,2,0
EMP00864,29,Male,Sales,2,2.9,69600,0.739,4,8.1,4.0,6.2,5.5,4,0,1.3,3,13,0
EMP00865,26,Male,Engineering,2,6.1,76000,0.87,5,8.4,6.9,2.7,0.0,3,20,1.4,3,5,0
EMP00866,29,Female,Operations,2,2.5,72600,0.97,3,6.4,6.3,1.1,0.8,4,40,1.0,6,16,0
EMP00867,34,Female,R&D,1,1.3,53900,0.909,3,3.4,1.0,0.8,1.9,3,10,0.6,6,16,0
EMP00868,32,Male,Engineering,2,4.5,84200,1.079,4,5.7,5.0,4.3,0.5,4,10,0.8,3,18,0
EMP00869,41,Male,Marketing,2,13.2,102600,1.115,2,6.0,1.0,1.6,6.0,3,40,0.5,2,73,0
EMP00870,35,Male,Sales,1,13.2,67600,1.109,3,5.6,3.5,20.8,2.6,2,40,8.8,9,7,1
EMP00871,31,Female,Engineering,1,2.1,57200,0.906,3,6.6,6.3,4.5,1.6,3,20,10.7,3,9,0
EMP00872,30,Male,Marketing,3,3.8,109000,1.045,4,7.3,3.8,0.7,4.2,3,20,3.5,2,24,0
EMP00873,22,Non-binary,Finance,2,1.2,71300,0.91,3,8.0,2.5,0.6,1.5,4,60,7.3,3,13,0
EMP00874,49,Male,Finance,2,27.2,98100,0.908,5,6.0,4.2,3.8,2.0,3,60,0.8,2,1,0
EMP00875,37,Male,Sales,2,19.8,79600,0.72,4,3.1,1.0,8.7,0.0,4,20,9.3,5,28,1
EMP00876,27,Male,Engineering,4,5.2,138900,0.961,5,5.6,4.8,2.7,1.1,4,60,2.8,2,1,0
EMP00877,34,Male,Sales,2,8.2,92000,1.054,4,6.6,2.7,2.5,0.4,2,40,0.5,5,3,0
EMP00878,33,Male,Operations,2,6.3,75700,0.812,3,8.7,4.3,1.6,2.9,3,80,0.6,5,2,0
EMP00879,24,Female,Engineering,4,4.5,146400,0.879,3,5.5,1.0,1.2,1.6,2,20,1.5,5,1,0
EMP00880,32,Female,Operations,3,0.3,107300,1.068,1,7.4,5.1,2.3,0.9,3,40,0.5,4,1,1
EMP00881,31,Female,Operations,1,3.0,62400,1.27,4,7.0,4.3,0.3,1.6,3,40,1.5,5,1,0
EMP00882,27,Female,Sales,3,5.6,94600,0.72,3,6.6,2.2,6.9,0.6,4,20,0.5,2,9,0
EMP00883,23,Female,R&D,2,5.7,95100,0.946,3,8.2,5.7,2.5,6.5,1,40,1.1,1,4,0
EMP00884,27,Female,Sales,2,2.3,91500,1.08,4,5.3,5.3,4.5,0.1,2,20,1.2,5,2,0
EMP00885,35,Female,Operations,1,14.2,59000,0.881,3,5.5,3.2,1.6,5.0,2,10,20.0,2,16,1
EMP00886,27,Male,Finance,1,0.9,49800,0.898,3,6.5,4.7,1.4,1.8,3,20,1.1,1,4,1
EMP00887,27,Male,Operations,3,3.5,125600,1.231,4,5.3,3.9,0.3,2.4,4,60,1.1,1,1,0
EMP00888,22,Male,Engineering,2,5.9,81300,0.846,5,7.4,2.6,3.3,0.9,4,40,4.6,1,8,0
EMP00889,29,Male,Sales,2,6.0,60900,0.72,3,5.2,7.1,2.4,8.5,4,40,7.8,4,6,1
EMP00890,29,Male,Sales,3,5.2,89900,0.873,3,6.9,3.6,6.0,0.8,4,40,2.0,4,6,0
EMP00891,30,Female,Operations,3,1.6,99400,1.006,5,6.3,5.3,4.0,2.2,3,10,8.3,1,9,0
EMP00892,23,Male,Sales,1,0.8,47400,0.757,2,6.9,5.9,5.6,10.0,2,20,1.7,5,17,1
EMP00893,38,Male,Engineering,3,5.1,103000,0.789,5,5.7,3.5,6.9,5.3,2,40,0.9,2,14,0
EMP00894,22,Male,Finance,1,4.6,59800,0.847,1,5.9,4.9,0.5,1.9,4,80,1.6,4,42,0
EMP00895,33,Male,Engineering,3,1.0,124900,1.133,5,6.7,4.8,3.5,10.0,4,10,3.8,2,11,0
EMP00896,30,Male,R&D,3,6.1,106600,0.964,3,6.9,1.9,0.3,3.0,3,20,1.8,4,10,0
EMP00897,33,Male,HR,5,3.0,245000,1.4,5,6.5,3.6,3.6,0.6,3,10,4.5,2,4,0
EMP00898,31,Male,Engineering,1,5.5,73800,1.162,3,9.6,5.1,1.8,1.3,3,20,1.1,2,21,0
EMP00899,39,Male,R&D,1,9.1,78200,1.185,4,4.7,2.2,0.4,1.0,4,20,4.8,5,2,0
EMP00900,25,Female,Operations,2,0.9,79300,1.022,2,6.4,1.8,5.9,1.1,2,40,1.7,1,10,0
EMP00901,22,Female,Engineering,2,0.3,57300,0.755,3,3.7,4.4,6.3,3.6,4,20,2.4,7,8,1
EMP00902,39,Male,Engineering,1,7.6,66700,1.186,4,7.2,7.6,5.8,2.2,3,20,3.3,3,16,0
EMP00903,29,Male,R&D,4,4.7,175800,1.076,4,4.5,4.7,0.1,0.1,1,40,4.6,2,37,0
EMP00904,32,Male,Engineering,1,6.0,60300,0.909,5,6.0,6.2,4.4,5.2,4,80,1.1,3,44,0
EMP00905,39,Female,Engineering,2,9.1,111400,1.156,4,5.8,3.1,9.1,0.9,3,20,7.2,1,3,1
EMP00906,27,Male,Sales,3,8.1,129200,0.998,5,7.0,3.4,8.0,10.0,4,40,5.1,3,5,0
EMP00907,42,Male,Sales,2,16.2,104900,0.971,4,5.5,2.2,13.8,7.7,3,20,1.1,8,25,0
EMP00908,26,Female,Engineering,3,3.8,124400,1.196,5,5.4,4.7,2.1,7.1,3,60,14.8,1,11,0
EMP00909,28,Male,Sales,1,3.4,61200,1.043,5,9.1,6.3,3.4,4.2,4,40,4.4,4,9,0
EMP00910,28,Male,Operations,2,2.6,55400,0.72,3,7.0,4.4,4.8,0.6,3,60,2.4,2,19,0
EMP00911,22,Male,R&D,1,0.8,52000,0.919,5,5.5,5.9,2.2,1.9,3,0,0.7,3,14,0
EMP00912,26,Female,R&D,1,4.3,70100,1.054,4,6.0,4.6,0.3,0.6,4,40,3.0,1,53,0
EMP00913,34,Female,Sales,4,1.6,128600,0.832,3,9.5,4.7,5.7,0.8,3,40,0.7,2,13,0
EMP00914,41,Female,Sales,1,12.7,65500,0.756,4,6.1,2.7,3.6,2.4,1,20,2.2,8,9,0
EMP00915,29,Male,Engineering,2,4.4,69900,0.72,2,5.3,4.7,5.4,0.1,4,20,2.1,1,12,0
